establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
1143,,SuperBrugsen Slagter,,Trekroner Centervej  51-53,Roskilde,,4000,,,Meat Processing; Meat Slaughter,,,,,55.648793,12.134117,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,Superbrugsen  Slagter,,Smedegade  21,Struer,,7600,,,Meat Processing; Meat Slaughter,,,,,56.491216,8.593563,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,Kvickly Slagter,,Østervold  5,Varde,,6800,,,Meat Processing; Meat Slaughter,,,,,55.623744,8.482675,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,MENY St. Heddinge Slagter,,Østergade 7,Store Heddinge,,4660,,,Meat Processing; Meat Slaughter,,,,,55.309507,12.390057,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,Solkærgaard gårdbutik Butik,,Limbækvej 3A,Gråsten,,6300,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,Hornsyld Slagterforretning aps,,Apotekerbakken 24,Hornsyld,,8783,,,Meat Processing; Meat Slaughter,,,,,55.754477,9.852429,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,SuperBrugsen Slagter,,Møllebakkevej  1,Samsø,,8305,,,Meat Processing; Meat Slaughter,,,,,55.831936,10.593161,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,Meny Aarup Slagter,,Bredgade 44,Aarup,,5560,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,føtex 1322 Slagter / delikatesse,,Vesterbrogade  74,København V,,1620,,,Meat Processing; Meat Slaughter,,,,,55.672764,12.551488,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,Egebak,,Egebakvej 119,Jerslev J,,9740,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,Islamiske Slagteri ApS,,Valby Langgade 25,Valby,,2500,,,Meat Processing; Meat Slaughter,,,,,55.66638,12.520094,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,Ibo Cityslagter,,Frederikssundsvej 18B,København NV,,2400,,,Meat Processing; Meat Slaughter,,,,,55.701556,12.535345,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,,Munkholm Slagteren Jai Nophadon Khamnuanwit,,Munkholmvej  30,Holbæk,,4300,,,Meat Processing; Meat Slaughter,,,,,55.714518,11.733817,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,Ballerup Bazar Slagter,,Hedeparken 9,Ballerup,,2750,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,Edderup Slagteri Detail ApS,,Havndalvej 44,Mariager,,9550,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,"Meny Øster Fælled Torv, slagter",,Østerfælled Torv 22,København Ø,,2100,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,,SuperBrugsen Slagter,,Ulsnæs  10,Gråsten,,6300,,,Meat Processing; Meat Slaughter,,,,,54.911539,9.588561,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,,Kumar Marked,,Danmarksgade 29 st,Aalborg,,9000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,MENY  Slagter/Delikatesse,,Nørregade 11,Hundested,,3390,,,Meat Processing; Meat Slaughter,,,,,55.964886,11.850755,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,,Spar Borup Aps Slagter,,Hovedgaden  12,Borup,,4140,,,Meat Processing; Meat Slaughter,,,,,55.493519,11.972656,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,"Slagter Engdahl, detail v/ Morten og Jesper Engdahl",,Industriparken  10,Holeby,,4960,,,Meat Processing; Meat Slaughter,,,,,54.726039,11.459119,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,føtex food 1301 Slagter /delikatesse,,Guldsmedgade  3,Århus C,,8000,,,Meat Processing; Meat Slaughter,,,,,56.158551,10.207267,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,SuperBrugsen Slagter,,Glesborg Bygade  54,Glesborg,,8585,,,Meat Processing; Meat Slaughter,,,,,56.478641,10.725441,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,,Kvalitetsslagteren,,Ringstedgade  15,Næstved,,4700,,,Meat Processing; Meat Slaughter,,,,,55.233148,11.759007,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,Slagterpigerne Stenstrup,,Assensvej  217,Stenstrup,,5771,,,Meat Processing; Meat Slaughter,,,,,55.131205,10.497856,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,Henrik Slagter & Søn ApS,,Torvet 18,Dianalund,,4293,,,Meat Processing; Meat Slaughter,,,,,55.526534,11.49906,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,Fiskerytteren,,Bygangen 11-13,Albertslund,,2620,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,,MENY Nyborg Slagter,,Bøjdenvej 5,Nyborg,,5800,,,Meat Processing; Meat Slaughter,,,,,55.310168,10.771025,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,,Gregersen food&consult,,Nørrebrogade 12,Fredericia,,7000,,,Meat Processing; Meat Slaughter,,,,,55.574131,9.702094,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,Meny Christiansfeld Slagter/delikatesse,,Lindegade 33,Christiansfeld,,6070,,,Meat Processing; Meat Slaughter,,,,,55.355689,9.485811,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,,Skjernå Consult Aps,,Tykskovvej 24,Ejstrupholm,,7361,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,,SØREN PETERSEN,,Toreby Skibeholt 5,Toreby L,,4891,,,Meat Processing; Meat Slaughter,,,,,54.791526,11.804943,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,,Slagter Jesper ApS,,Farum Bytorv  18,Farum,,3520,,,Meat Processing; Meat Slaughter,,,,,55.814262,12.379369,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,Holmens Slagter,,Holmen 7 st.,Nykøbing M,,7900,,,Meat Processing; Meat Slaughter,,,,,56.793266,8.862665,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,,Kvickly Slagter,,Haslevej  3,Åbyhøj,,8230,,,Meat Processing; Meat Slaughter,,,,,56.155754,10.164466,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,Slagter Anders,,Bygaden  45,Kirke Hyllinge,,4070,,,Meat Processing; Meat Slaughter,,,,,55.708379,11.900307,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,Kvickly Slagter,,Kvægtorvet  8,Næstved,,4700,,,Meat Processing; Meat Slaughter,,,,,55.232862,11.760938,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,,Kvickly Slagter,,Frijsenborgvej  5,Risskov,,8240,,,Meat Processing; Meat Slaughter,,,,,56.189153,10.214899,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,,føtex 1364 Slagter / delikatesse,,Dronning Dagmarsvej 201,Ølstykke,,3650,,,Meat Processing; Meat Slaughter,,,,,55.780757,12.186268,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,,MENY Skibby Slagter,,Hovedgaden 34,Skibby,,4050,,,Meat Processing; Meat Slaughter,,,,,55.752134,11.959265,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,,SuperBrugsen Slagter,,Søndergade  29,Sakskøbing,,4990,,,Meat Processing; Meat Slaughter,,,,,54.797532,11.637727,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,,Kvickly Slagter,,Hvidovrevej  178,Hvidovre,,2650,,,Meat Processing; Meat Slaughter,,,,,55.653411,12.47429,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,,Langebjerggård,,Alleshavevej 66,Eskebjerg,,4593,,,Meat Processing; Meat Slaughter,,,,,55.730371,11.216127,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,,Løvbjerg Supermarked Slagter,,Vestergade  15,Nykøbing M,,7900,,,Meat Processing; Meat Slaughter,,,,,56.79394,8.85482,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,,HØM BRUGSFORENING AMBA Slagter,,Næstvedvej 230,Ringsted,,4100,,,Meat Processing; Meat Slaughter,,,,,55.419986,11.783737,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,,SuperBrugsen Slagter,,Stenvej  17,Højbjerg,,8270,,,Meat Processing; Meat Slaughter,,,,,56.106917,10.205763,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,,MENY Slagter,,Beethovensvej  10,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,56.376228,8.581382,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,,MENY Støvring Slagterafdeling,,Støvring Bytorv 4,Støvring,,9530,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,SuperBrugsen Slagter,,Hobrovej  53,Støvring,,9530,,,Meat Processing; Meat Slaughter,,,,,56.893677,9.837637,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,,"Egtved Slagtehus ApS, detail",,Brudesøvej 1,Egtved,,6040,,,Meat Processing; Meat Slaughter,,,,,55.603358,9.321974,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,,føtex 1367 Slagter / delikatesse,,Hvidovrevej  75-81,Hvidovre,,2650,,,Meat Processing; Meat Slaughter,,,,,55.661184,12.473834,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,,Vestegnens Bazar - Slagterafd.,,Ishøj Østergade 43,Ishøj,,2635,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,SPAR Slagter,,Struervej  63-65,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,56.367567,8.617511,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,,Næstved Bazar v/Radwan Ajjaj Mubarak,,Ramsherred 31,Næstved,,4700,,,Meat Processing; Meat Slaughter,,,,,55.230639,11.762608,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,Grønvalls Eftf v/Tom Munkholm,,Strandvejen  74,Vejle Øst,,7120,,,Meat Processing; Meat Slaughter,,,,,55.709263,9.607004,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,SuperBrugsen Delikatesseafdelingen,,Søndergade  29,Sakskøbing,,4990,,,Meat Processing; Meat Slaughter,,,,,54.797532,11.637727,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,,Kvickly Slagter,,Centertorvet  1,Stenløse,,3660,,,Meat Processing; Meat Slaughter,,,,,55.767995,12.195416,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,,KG Kød,,Havrebjergvej  27,Ringsted,,4100,,,Meat Processing; Meat Slaughter,,,,,55.423854,11.754325,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,"UCHolstebro, Slagterbutik",,Døesvej  70,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,56.372331,8.603977,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,Slagtermester Lindhardt,,Bymidten  8,Værløse,,3500,,,Meat Processing; Meat Slaughter,,,,,55.784859,12.372943,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,,SuperBrugsen Slagter,,Albanivej  26,Årslev,,5792,,,Meat Processing; Meat Slaughter,,,,,55.303998,10.395093,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,SPØTTRUP SLAGTERFORRETNING V/JESPER NIELSEN,,Østergade  2,Spøttrup,,7860,,,Meat Processing; Meat Slaughter,,,,,56.643359,8.808064,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,,Hedevejs Røgeri,,Hedevej 8,Hadsund,,9560,,,Meat Processing; Meat Slaughter,,,,,56.72286,10.104984,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,,Slagter John og Lise,,Taastrup Hovedgade 66,Taastrup,,2630,,,Meat Processing; Meat Slaughter,,,,,55.649758,12.301125,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,,føtex 1365 Slagter / delikatesse,,Ndr. Strandvej  12,Ebeltoft,,8400,,,Meat Processing; Meat Slaughter,,,,,56.202174,10.678555,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,,Kloster Røgeri v. Bent Poulsen,,Markledgade  4,Løgumkloster,,6240,,,Meat Processing; Meat Slaughter,,,,,55.059363,8.951748,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,Meny Nakskov ApS Slagter,,Havnegade 69,Nakskov,,4900,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,,Madmedmere-Tune,,Tune Center 11B,,,4030,,,Meat Processing; Meat Slaughter,,,,,55.595719,12.178815,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,,MENY Allerød Slagter,,Kirsebærgården 2,Allerød,,3450,,,Meat Processing; Meat Slaughter,,,,,55.866548,12.332283,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,SuperBrugsen Slagter og delikatesse,,Erritsø Bygade  109,Fredericia,,7000,,,Meat Processing; Meat Slaughter,,,,,55.543948,9.717468,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,,Bakkemosegård,,Industriparken 10,Holeby,,4960,,,Meat Processing; Meat Slaughter,,,,,54.726144,11.458799,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,Snæbum Slagteforretning - butik,,Snæbumvej  40,Hobro,,9500,,,Meat Processing; Meat Slaughter,,,,,56.651398,9.67004,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,,Slagter Krabbe v/Allan Krabbe,,Algade  68,Brønderslev,,9700,,,Meat Processing; Meat Slaughter,,,,,57.267833,9.946813,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,MAC FOOD ApS,,Sintrupvej  11A,Brabrand,,8220,,,Meat Processing; Meat Slaughter,,,,,56.166773,10.117484,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,,SLAGTER SØRENSEN ApS,,Fabriksvej 14,Videbæk,,6920,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,Osted Slagteren,,Fugletoften  6,Lejre,,4320,,,Meat Processing; Meat Slaughter,,,,,55.56526,11.964512,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,,SuperBrugsen Slagter,,Rousthøjs Alle  53,Juelsminde,,7130,,,Meat Processing; Meat Slaughter,,,,,55.708997,10.010321,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,,Kvickly Slagter,,Slotsvolden  7,Holbæk,,4300,,,Meat Processing; Meat Slaughter,,,,,55.717774,11.703755,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,,mad med mere Tune Slagteren,,Tune Center 1A,,,4030,,,Meat Processing; Meat Slaughter,,,,,55.595594,12.175661,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,,Juelsminde Røgeri,,Wedelsgade 5A,Juelsminde,,7130,,,Meat Processing; Meat Slaughter,,,,,55.713577,10.011776,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,,Slagter Theilgaard Aarhus,,Kridthøjvej 6,Højbjerg,,8270,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,,Vestegnens Bazar Slagter,,Brøndby Strand Centrum 9,Brøndby Strand,,2660,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,,Mina Slagter ApS,,Jægerbuen 26,Ishøj,,2635,,,Meat Processing; Meat Slaughter,,,,,55.611812,12.361616,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
