Account Name,Customer Number_x,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude
New England Institute of Technology,327689,15-R-0022,Class R - Research Facility,Active,,One New England Tech Blvd,,"East Greenwich, RI 02818",Kent,327689,2024,14,6,,,,,,,,,41.6608162,-71.4980453
Powered Research LLC,327788,55-R-0142,Class R - Research Facility,Active,,PO BOX 14650,,"DURHAM, NC 27709",Durham,327788,2024,26,,,,1327,,,310,,,35.996653,-78.9018053
Operational Medicine Consultants LLC,328004,52-R-0128,Class R - Research Facility,Active,,3900  Westerre Pkwy,Suite 300,"Henrico, VA 23233",Henrico,328004,2024,,,,,,,,49,,,37.6439124,-77.5785486
Central Oregon Community College,328291,92-R-0039,Class R - Research Facility,Active,,2600 N.W. College Way,Met 213,"BEND, OR 97703",Deschutes,328291,2024,,,,,,,,,,,,
INVIVOTEK,328400,22-R-0148,Class R - Research Facility,Active,,17 BLACK FOREST RD,,"HAMILTON, NJ 08691",Mercer,328400,2024,,,,,,,,,,,40.2054139,-74.6384674
Saint Johns University Collegeville,328461,41-R-0083,Class R - Research Facility,Active,,PO Box 2000,,"Collegeville, MN 56321",Stearns,328461,2024,,,,,,,,,,,45.5944117,-94.3622868
University Of West Florida,328622,58-R-0156,Class R - Research Facility,Active,,11000 UNIVERSITY PARKWAY BLDG 11/113,,"PENSACOLA, FL 32514",Escambia,328622,2024,,,,,,,,,,,,
AbbVie,328983,33-R-0152,Class R - Research Facility,Active,,1 N WAUKEGAN RD,,"NORTH CHICAGO, IL 60064",Lake,328983,2024,607,,,,826,388,,4,,,42.3094464,-87.892317
University of New Orleans,329030,72-R-0105,Class R - Research Facility,Active,,2000 Lake Shore Drive,,"NEW ORLEANS, LA 70148",Orleans,329030,2024,,,,,,,,,,,,
Yuba College,329051,93-R-0552,Class R - Research Facility,Active,,"Dr. Kyle Mathis, Veterinary Technology Program",c/o Yuba College,"MARYSVILLE, CA 95901",Yuba,329051,2024,22,24,,,5,,1,,1,,,
Pima Medical Institute,329220,86-R-0042,Class R - Research Facility,Active,,"40 N. Swan Road, Suite 100",,"TUCSON, AZ 85711",Pima,329220,2024,464,304,9,6,35,,,,12,,,
Pluris Research Inc,329240,63-R-0123,Class R - Research Facility,Active,,PO BOX 681967,,"FRANKLIN, TN 37068",Williamson,329240,2024,,,,,38,,,8,,,35.925206,-86.8689419
Veterinary Health Source LLC,329347,74-R-0212,Class R - Research Facility,Active,,PO Box 1150,,"DALHART, TX 79022",Dallam,329347,2024,,,,,,,,,,,36.060408,-102.5180763
Sanford Health,329373,46-R-0011,Class R - Research Facility,Active,,2301 E. 60th Street N,,"Sioux Falls, SD 57104",Minnehaha,329373,2024,,,,,3,,,,,,43.601797,-96.697785
Owensboro Community & Technical College (OCTC Veterinary Technology),329595,61-R-0111,Class R - Research Facility,Active,,4800 NEW HARTFORD ROAD,,"OWENSBORO, KY 42303",Daviess,329595,2024,,,,,3,,,,2,,37.7242652,-87.0836104
Milwaukee Career College,329834,35-R-0130,Class R - Research Facility,Active,,3077 N MAYFAIR RD,,"MILWAUKEE, WI 53222",Milwaukee,329834,2024,,2,2,,2,,,,,,43.0743474,-88.0488099
Volunteer State Community College,329851,63-R-0124,Class R - Research Facility,Active,,1480 NASHVILLE PIKE,,"GALLATIN, TN 37066",Sumner,329851,2024,,,,,10,,,,,,36.3571185,-86.5025509
James Madison University,330020,52-R-0130,Class R - Research Facility,Cancelled,,800 SOUTH MAIN STREET M S C 7607,,"HARRISONBURG, VA 22807",Harrisonburg City,330020,2024,,,,,,,,,,,,
Mercy University (Veterinary Technology Program),330136,21-R-0230,Class R - Research Facility,Active,,555 BROADWAY,ROOM 327 MAIN HALL,"DOBBS FERRY, NY 10522",Westchester,330136,2024,10,4,1,,1,,,,,,41.0214567,-73.8708451
SDIX LLC,330146,50-R-0015,Class R - Research Facility,Active,,52 Anderson Rd,,"Windham, ME 04062",Cumberland,330146,2024,,,,,5940,,17,,894,,43.7282296,-70.3755671
Novartis Institutes for BioMedical Research,330337,93-R-0601,Class R - Research Facility,Active,,5959 Horton Street Suite 900,,"Emeryville, CA 94608",Alameda,330337,2024,,,,,,,,,,,,
St Josephs University,330557,23-R-0179,Class R - Research Facility,Active,,OFFICE OF RESEARCH SERVICES,5600 CITY AVE,"PHILADELPHIA, PA 19131",Philadelphia,330557,2024,,,,,,,,,,,,
Stephen Purdy (CAMELID IMMUNOGENICS),330562,14-R-0208,Class R - Research Facility,Active,,458 S WASHINGTON STREET,,"BELCHERTOWN, MA 01007",Hampshire,330562,2024,,,,,,,,,14,,42.2041294,-72.3940611
Sierra Research Laboratories Inc.,330987,93-R-0557,Class R - Research Facility,Active,,P.O. Box 576886,,"MODESTO, CA 95357",Stanislaus,330987,2024,,,,,,,,,,,,
Colorado Academy of Veterinary Technology,331127,84-R-0087,Class R - Research Facility,Active,,2766 Janitell Road,,"COLORADO SPRINGS, CO 80906",El Paso,331127,2024,47,24,,,1,,,,16,,38.7992323,-104.7945056
Global Medical Devices Inc.,331267,93-R-0560,Class R - Research Facility,Active,,2871 Metropolitan Place,,"Pomona, CA 91767",Los Angeles,331267,2024,11,,,,,,,128,,,34.0987203,-117.753834
The California Medical Innovations Institute Inc.,331288,93-R-0563,Class R - Research Facility,Active,,"11107 Roselle St., Ste 211",,"SAN DIEGO, CA 92121",San Diego,331288,2024,,,,,,,,37,,,,
Mispro Biotech Services Corporation,331434,21-R-0233,Class R - Research Facility,Active,,"450 E 29TH ST, SUITE 602",,"NEW YORK, NY 10016",New York,331434,2024,,,,,80,,,,,,,
Austin Community College,331571,74-R-0227,Class R - Research Facility,Active,,1501 West Hwy. 290,,"ELGIN, TX 78621",Bastrop,331571,2024,51,41,,,,,,,7,,30.3542197,-97.4062721
SAB Biotherapeutics Inc. (SAB Biotherapeutics Pharm),331626,46-R-0012,Class R - Research Facility,Active,,2100 E 54th St N,,"Sioux Falls, SD 57104",Minnehaha,331626,2024,,,,,,,,,75,,43.5946796,-96.7070693
Western Maricopa Education Center,331699,86-R-0043,Class R - Research Facility,Active,,5487 North 99 Avenue,,"GLENDALE, AZ 85305",Maricopa,331699,2024,105,70,,,,,,,,,,
State University of New York College at Oneonta,331725,21-R-0237,Class R - Research Facility,Active,,108 RAVINE PARKWAY,,"ONEONTA, NY 13820",Otsego,331725,2024,,,,,,,,,,,42.4669927,-75.0652128
Cold Spring Harbor Laboratory,331860,21-R-0234,Class R - Research Facility,Active,,1 BUNGTOWN RD,HARRIS BUILDING,"COLD SPRING HARBOR, NY 11724",Suffolk,331860,2024,,,,,,,,,,,40.8577192,-73.4676329
Ryann Dawn LLC,332092,85-R-0027,Class R - Research Facility,Cancelled,,P. O. Box 482,,"SUNLAND PARK, NM 88063",Dona Ana,332092,2024,,,,,,,,,,,,
Ape Cognition And Conservation Initiative,332105,42-R-0052,Class R - Research Facility,Active,,4200 Evergreen Avenue,,"Des Moines, IA 50320",Polk,332105,2024,,,,,,7,,,,,41.543461,-93.532148
Drexel University,332218,23-R-0180,Class R - Research Facility,Active,,"MacAllister Hall, Rm 3008 3250 Chestnut St",,"Philadelphia, PA 19104",Philadelphia,332218,2024,,,,,,,,24,,,,
"JBC Contract Research Services, Inc. (MOLECULAR DIAGNOSTIC SERVICES)",332284,93-R-0565,Class R - Research Facility,Active,,9455 Farnham St Suite 100,,"SAN DIEGO, CA 92123",San Diego,332284,2024,,,84,,36,,,,,,,
York County Community College,332398,11-R-0031,Class R - Research Facility,Active,,VETERINARY TECHNOLOGY PROGRAM,112 COLLEGE DR,"WELLS, ME 04090",York,332398,2024,,,,,,,,,,,,
Mountwest Community and Technical College,332788,54-R-0009,Class R - Research Facility,Active,,One Mountwest Way,,"Huntington, WV 25701",Cabell,332788,2024,38,31,,,1,,,,,,38.3919701,-82.4594156
Recombinetics Inc,332789,41-R-0086,Class R - Research Facility,Cancelled,,3388 Mike Collins Drive,,"Eagan MN, MN 55121",Dakota,332789,2024,,,,,,,,190,,,44.8342626,-93.1297016
Elanco Animal Health,332834,32-R-0053,Class R - Research Facility,Active,,2500 INNOVATION WAY,,"GREENFIELD, IN 46140",Hancock,332834,2024,502,203,274,5344,636,,,,,,,
VRL Maryland LLC,332923,51-R-0100,Class R - Research Facility,Active,,"401 Professional Dr., Suite 210",,"GAITHERSBURG, MD 20879",Montgomery,332923,2024,,,,,,,,,,,,
University Of California Merced (Merced Vernal Pools And Grasslands Reserve),333052,93-R-0567,Class R - Research Facility,Active,,5200 N. Lake Road,,"MERCED, CA 95343",Merced,333052,2024,7,,,,,,8,,,,,
Trudeau Institute Inc,333278,21-R-0239,Class R - Research Facility,Active,,154 ALGONQUIN AVE,,"SARANAC LAKE, NY 12983",Franklin,333278,2024,,,,4,,,,,,,44.3181165,-74.1596467
Auris Health Inc,333447,93-R-0568,Class R - Research Facility,Active,,5490 Great American Parkway,,"Santa Clara, CA 95054",Santa Clara,333447,2024,4,,,,,,,14,,,,
The Corporation of Haverford College,333459,23-R-0183,Class R - Research Facility,Cancelled,,370 Lancaster Avenue,,"Haverford, PA 19041",Montgomery,333459,2024,,,,,,,,,,,40.013002,-75.3011962
The Broad Institute,333514,14-R-0211,Class R - Research Facility,Active,,415 MAIN ST,,"CAMBRIDGE, MA 02142",Middlesex,333514,2024,,,,,,121,,,,,42.3631409,-71.0887414
Plum Island Animal Disease Center,333883,21-F-0002,Class F - Federal Research Facility,Active,,PO BOX 848,,"GREENPORT, NY 11944",Suffolk,333883,2024,,,,,12,,18,103,34,,41.1032958,-72.3593093
US National Poultry Research Center (Richard B Russell Research Center),334023,57-G-0001,Class G - Agricultural Research Facility ARS,Active,,950 COLLEGE STATION ROAD,,"ATHENS, GA 30605",Clarke,334023,2024,,,,,,,,,,,33.9255069,-83.358919
Harry K Dupree (Stuttgart National Aquaculture Research Center),334026,71-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 1050,,"STUTTGART, AR 72160",Arkansas,334026,2024,,,,,,,,,,,,
Warmwater Aquaculture Research Unit,334027,65-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 38,,"STONEVILLE, MS 38776",Washington,334027,2024,,,,,,,,,,,,
Southern Plains Range Research Station (S P R R S),334028,73-G-0001,Class G - Agricultural Research Facility ARS,Active,,2000 18th St.,,"WOODWARD, OK 73801",Woodward,334028,2024,,,,,,,,,196,,36.426125,-99.402137
USDA Forest Service Research and Development,334046,10-F-0012,Class F - Federal Research Facility,Active,,"201 14th Street, S W",,"WASHINGTON, DC 20250",District of Columbia,334046,2024,,,,,,,,,,,,
Livestock Issues Research Unit,334102,74-G-0001,Class G - Agricultural Research Facility ARS,Active,,1604 East F M 1294,,"LUBBOCK, TX 79403",Lubbock,334102,2024,,,,,,,,40,212,,,
US Meat Animal Research Center,334103,47-G-0001,Class G - Agricultural Research Facility ARS,Active,,PO Box 166,,"CLAY CENTER, NE 68933",Clay,334103,2024,,,,,,,7528,3709,17102,,40.521743,-98.0557358
Fort Keogh LARRL,334104,81-G-0001,Class G - Agricultural Research Facility ARS,Active,,243 Fort Keogh Road,,"MILES CITY, MT 59301",Custer,334104,2024,,,,,,,,,1247,,46.3899832,-105.8713462
Northern Great Plains Research Lab,334105,45-G-0001,Class G - Agricultural Research Facility ARS,Active,,Box 459,,"MANDAN, ND 58554",Morton,334105,2024,,,,,,,,,89,,,
Range Sheep Productions Efficiency Research,334116,82-G-0001,Class G - Agricultural Research Facility ARS,Active,,19 Office Loop,,"DUBOIS, ID 83423",Clark,334116,2024,,,,,,,1462,,,,,
Tarleton State University,334128,74-R-0221,Class R - Research Facility,Active,,"Division of Research, Innovation, and Economic",1225 N US Hwy 281 Box T-0460,"STEPHENVILLE, TX 76401",Erath,334128,2024,,,,,,,24,,,,,
Aquatic Animal Health Research Unit,334152,64-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 1312,,"AUBURN, AL 36831",Lee,334152,2024,,,,,,,,,,,,
USDA ARS PA RRRU (High Plains Grasslands Research Station),334154,83-G-0001,Class G - Agricultural Research Facility ARS,Active,,8408 Hildreth Road,,"CHEYENNE, WY 82009",Laramie,334154,2024,,,,,,,,,2173,,,
Grand Forks Human Nutrition Research Center ARS,334156,45-G-0004,Class G - Agricultural Research Facility ARS,Active,,2420 2nd Avenue North,,"Grand Forks, ND 58203",Grand Forks,334156,2024,,,,,,,,,,,47.9212734,-97.061395
USDA ARS Natl Center Cool & Cold Water Aquaculture,334160,54-G-0001,Class G - Agricultural Research Facility ARS,Active,,11861 Leetown Road,,"KEARNEYSVILLE, WV 25430",Jefferson,334160,2024,,,,,,,,,,,39.3860742,-77.888738
Avian Disease and Oncology Laboratory,334161,34-G-0001,Class G - Agricultural Research Facility ARS,Cancelled,,4279 East Mount Hope Road,,"EAST LANSING, MI 48823",Ingham,334161,2024,,,,,,,,,,,,
Synchrony Labs,334233,55-R-0148,Class R - Research Facility,Active,,3908 Patriot Drive Ste 170,,"Durham, NC 27703",Durham,334233,2024,59,,,,4,,,471,8,,,
Southern Regional Technical College,334239,57-R-0128,Class R - Research Facility,Active,,15689 US HIGHWAY 19 NORTH,,"THOMASVILLE, GA 31792",Thomas,334239,2024,137,71,,,2,,,,,,,
Royal Canin USA Inc,334240,31-R-0132,Class R - Research Facility,Active,,6574 STATE ROUTE 503 NORTH,,"LEWISBURG, OH 45338",Preble,334240,2024,154,162,,,,,,,,,,
Southern Plains Ag Research Center,334299,74-G-0003,Class G - Agricultural Research Facility ARS,Active,,2881 F and B Road,,"COLLEGE STATION, TX 77845",Brazos,334299,2024,,,,,,,,,,,30.6076311,-96.3745973
Dale Bumpers Small Farms Research Center,334300,71-G-0002,Class G - Agricultural Research Facility ARS,Active,,6883 S STATE HWY 23,,"BOONEVILLE, AR 72927",Logan,334300,2024,,,,,,,328,,,,,
USDA ARS Edward T Schafer Agricultural Research Center (Animal Metabolism Ag Chemicals Res Unit),334302,45-G-0003,Class G - Agricultural Research Facility ARS,Active,,1616 Albrecht Blvd N,,"Fargo, ND 58102",Cass,334302,2024,,,,,,,,,,,46.9003069,-96.8043198
Northeast Area Beltsville Location,334304,51-G-0001,Class G - Agricultural Research Facility ARS,Active,,"10300 Baltimore Ave, Building 003",,"BELTSVILLE, MD 20705",Prince George's,334304,2024,,,,,,,,,143,,,
National Animal Disease Center,334305,42-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 70,,"AMES, IA 50010",Story,334305,2024,,,,214,,,167,569,406,,,
PA Grazinglands Research Lab,334306,73-G-0002,Class G - Agricultural Research Facility ARS,Active,,7207 West Cheyenne Street,,"EL RENO, OK 73036",Canadian,334306,2024,,,,,,,,,190,,35.5386943,-97.9560354
National Cold Water Marine Aquaculture Center,334307,11-G-0001,Class G - Agricultural Research Facility ARS,Active,,25 Salmon Farm Road,,"FRANKLIN, ME 04634",Hancock,334307,2024,,,,,,,,,,,44.558135,-68.248943
Western Regional Research Center (ARS-USDA),334309,93-G-0002,Class G - Agricultural Research Facility ARS,Active,,800 Buchanan St,,"ALBANY, CA 94710",Alameda,334309,2024,,,,,,,,,,,37.8871053,-122.306245
"Turkey Creek Biotechnology, LLC",334369,63-R-0128,Class R - Research Facility,Active,,111 Riverwood Drive,,"Franklin, TN 37069",Williamson,334369,2024,,,,,,,,,3,,,
Bellingham Technical College,334416,91-R-0073,Class R - Research Facility,Active,,3028 Lindbergh Ave.,,"BELLINGHAM, WA 98225",Whatcom,334416,2024,,,,,,,,,,,48.766972,-122.5106338
Livestock Behavior Research Unit,334457,32-G-0001,Class G - Agricultural Research Facility ARS,Active,,125 S. Russell Street,Poultry Science Building,"WEST LAFAYETTE, IN 47907",Tippecanoe,334457,2024,,,,,,,,198,32,,40.4237797,-86.9194302
US Dairy Forage Research Center,334470,35-G-0001,Class G - Agricultural Research Facility ARS,Active,,1925 Linden Drive,,"MADISON, WI 53706",Dane,334470,2024,,,,,,,,,867,,43.0752777,-89.4181353
Angiograft LLC,334624,21-R-0243,Class R - Research Facility,Active,,BAIRD RESEARCH PARK,1576  SWEET HOME RD SUITE 209,"AMHERST, NY 14228",Erie,334624,2024,,,,,,,25,,,,43.0028495,-78.8002749
Massasoit Community College,334730,14-R-0212,Class R - Research Facility,Active,,One Massasoit Boulevard,,"Brockton, MA 02302",Plymouth,334730,2024,9,6,,,,,,,,,42.0774938,-70.9890689
Zoetis LLC,334734,22-R-0155,Class R - Research Facility,Active,,10 Sylvan Way,,"Parsippany, NJ 07054",Morris,334734,2024,1365,506,4434,13461,2961,,4,,121,,40.8454306,-74.4444379
P R U,334886,65-G-0002,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 5367,,"MISSISSIPPI STATE, MS 39762",Oktibbeha,334886,2024,,,,,,,,,,,,
"Abcore Op, LLC",335071,93-R-0574,Class R - Research Facility,Cancelled,,405 Maple St. A-106,,"Ramona, CA 92065",San Diego,335071,2024,,,,,,,,,,,,
Travis Glass (Veterinary Clinical Resources),335142,74-R-0220,Class R - Research Facility,Active,,4106 County Road 309,,"Lexington, TX 78947",Lee,335142,2024,,,,,13,,,7,,,,
Vanderbilt University Medical Center,335389,63-R-0129,Class R - Research Facility,Active,,1161 21ST AVE S MCN AA 6206,,"NASHVILLE, TN 37232",Davidson,335389,2024,83,,18,,1,78,20,76,,,,
A D R U,335443,91-G-0001,Class G - Agricultural Research Facility ARS,Active,,"3003 ADBF, WSU, P.O. Box 646630",,"PULLMAN, WA 99164",Whitman,335443,2024,,,,,,,60,,139,,,
Jornada Experimental Range,335444,85-G-0001,Class G - Agricultural Research Facility ARS,Active,,"P.O. Box 30003, NMSU, MSC, 3JER",,"LAS CRUCES, NM 88003",Dona Ana,335444,2024,,,,,,,,,78,,,
Poisonous Plant Research Laboratory,335445,87-G-0001,Class G - Agricultural Research Facility ARS,Active,,1150 East 1400 North,,"LOGAN, UT 84341",Cache,335445,2024,,,,,,,120,,41,,41.756895,-111.8070259
Joinn Laboratories,335594,93-R-0594,Class R - Research Facility,Active,,"2600 Hilltop Drive, Building C",,"Richmond, CA 94806",Contra Costa,335594,2024,,,,,,204,,,,,,
Collagen Solutions LLC (US) (Evergen),335601,41-R-0088,Class R - Research Facility,Active,,3413 11TH Sreet East,,"Glencoe, MN 55336",McLeod,335601,2024,,,,,,,,1306,,,,
"Oxford Care Facilities, LLC",335654,23-R-0184,Class R - Research Facility,Active,,P.O. Box 5199,,"Limerick, PA 19468",Montgomery,335654,2024,,,21,,103,,,,48,,,
Wichita State University Campus of Applied Science,335743,48-R-0117,Class R - Research Facility,Active,,3821 E Harry St,,"WICHITA, KS 67218",Sedgwick,335743,2024,34,13,,,,,,,,,37.6631747,-97.2897208
Robert Holley Center (for Agriculture and Health),335790,21-G-0001,Class G - Agricultural Research Facility ARS,Active,,538 Tower Road,,"ITHACA, NY 14853",Tompkins,335790,2024,,,,,,,,,,,42.4478554,-76.4674163
Foreign Animal Research Unit (Plum Island Animal Disease Center),335791,21-G-0002,Class G - Agricultural Research Facility ARS,Active,,PO Box 848,,"GREENPORT, NY 11944",Suffolk,335791,2024,,,,,,,24,250,51,,41.1032958,-72.3593093
Forage Animal Production Research Unit (C Oran Little Research Center),335792,61-G-0001,Class G - Agricultural Research Facility ARS,Active,,1100 S. Limestone North Building,,"LEXINGTON, KY 40546",Fayette,335792,2024,,,,,,,,,125,,,
Childrens Nutrition Research Center,335793,74-G-0004,Class G - Agricultural Research Facility ARS,Active,,1100 Bates Street,,"HOUSTON, TX 77030",Harris,335793,2024,,,,,,,,163,,,31.3297631,-95.4676096
Conservation And Production Research Laboratory,335794,74-G-0005,Class G - Agricultural Research Facility ARS,Active,,P.O. Drawer 10,,"BUSHLAND, TX 79012",Potter,335794,2024,,,,,,,,,8,,,
National Lab For Agriculture And Environment,335795,42-G-0002,Class G - Agricultural Research Facility ARS,Active,,1015 N. University Blvd.,,"AMES, IA 50011",Story,335795,2024,,,,,,,,160,,,42.0303769,-93.6402312
Turner Scientific LLC (Turner Scientific),335798,33-R-0158,Class R - Research Facility,Active,,1275 Sandusky Road,,"Jacksonville, IL 62650",Morgan,335798,2024,,,213,,,,,38,,,39.7539599,-90.2480286
P P P S R (Poultry Production and Product Safety Research),500501,71-G-0003,Class G - Agricultural Research Facility ARS,Active,,1260 West Maple Street,O-303 POCS UARK,"Fayetteville, AR 72701",Washington,500501,2024,,,,,,,,,,,36.0713174,-94.1779047
Templar Medical LLC,500524,52-R-0134,Class R - Research Facility,Active,,"2133 Upton Drive, Ste 126 #504",,"Virginia Beach, VA 23454",Virginia Beach City,500524,2024,,,,,,,,323,80,,,
Colorado Mesa University (Colorado Mesa University),500809,84-R-0092,Class R - Research Facility,Active,,Office of Sponsored Programs,1100 North Avenue,"GRAND JUNCTION, CO 81501",Mesa,500809,2024,,,,,,,,,,,,
OKC Allergy Supplies Inc,501397,73-R-0120,Class R - Research Facility,Cancelled,,1005 S W 2nd Street,,"OKLAHOMA CITY, OK 73109",Oklahoma,501397,2024,,,790,,,,,,,,35.4127654,-99.4146161
Primate Products LLC,501700,58-R-0162,Class R - Research Facility,Active,,34200 Doctors Hammock Rd,,"Immokalee, FL 34143",Hendry,501700,2024,,,,,,,,,,,,
Ross College North Canton,501751,31-R-0133,Class R - Research Facility,Active,,4300 MUNSON STREET NW,,"CANTON, OH 44718",Stark,501751,2024,,,,,,,,,,,,
IUVO Bioscience Operations LLC,501995,21-R-0245,Class R - Research Facility,Active,,7500 WEST HENRIETTA RD,,"RUSH, NY 14543",Monroe,501995,2024,,,917,,180,,,,,,42.9958536,-77.6683188
Embryotech Laboratories Inc,502015,14-R-0213,Class R - Research Facility,Active,,140 Hale Street,,"Haverhill, MA 01830",Essex,502015,2024,,,,590,,,,,,,42.7833993,-71.0892224
Universidad Ana G. Méndez,502100,94-R-0115,Class R - Research Facility,Active,,School of Veterinary Medicine PO Box 3030,,"Gurabo, PR 00778",Gurabo,502100,2024,316,60,,,134,,,,,,,
Sebastian Bol (Cowboy Cat Ranch),502147,74-R-0246,Class R - Research Facility,Active,,1105 COUNTY ROAD 2720,,"MICO, TX 78056",Medina,502147,2024,,5,,,,,,,,,,
Columbus State University,502326,57-R-0129,Class R - Research Facility,Cancelled,,4225 UNIVERSITY AVE,,"COLUMBUS, GA 31907",Muscogee,502326,2024,,,,,,,,,,,32.50189,-84.9415046
Oklahoma State University,502460,73-R-0121,Class R - Research Facility,Active,,101 McElroy Hall Annex,,"Stillwater, OK 74078",Payne,502460,2024,56,58,,,394,,576,,1845,,,
Minnesota North College - Vermilion (Research Veterinary Technology Teaching School),502497,41-R-0089,Class R - Research Facility,Active,,1900 E CAMP ST,,"ELY, MN 55731",St. Louis,502497,2024,,,,,,,,,,,47.9090782,-91.8329018
Dakota County Technical College,502594,41-R-0092,Class R - Research Facility,Active,,1300 145TH ST EAST,,"ROSEMOUNT, MN 55068",Dakota,502594,2024,,,,,,,,,,,44.7370231,-93.0780642
Black Hawk College East Campus,502753,33-R-0160,Class R - Research Facility,Active,,VETERINARY TECHNOLOGY PROGRAM,26230 BLACK HAWK ROAD,"GALVA, IL 61434",Henry,502753,2024,34,34,,,6,,,,29,,,
Genesis Pharmoptima LLC,502816,34-R-0167,Class R - Research Facility,Active,,6710 QUALITY WAY,,"PORTAGE, MI 49002",Kalamazoo,502816,2024,,,,,396,,,,,,42.220284,-85.5360338
"ABBIOTEC, INC",502843,93-R-0582,Class R - Research Facility,Active,,938 S. Andreasen Dr. Ste I,,"ESCONDIDO, CA 92029",San Diego,502843,2024,,,,,6,,,,1,,,
University of Toledo (HEALTH SCIENCE CAMPUS),502924,31-R-0134,Class R - Research Facility,Active,,"3000 Arlington Ave., MS 1004",,"TOLEDO, OH 43614",Lucas,502924,2024,,,,,59,,,,,,,
CorVus Biomedical LLC,503099,32-R-0055,Class R - Research Facility,Active,,2409 West 400 North,,"Crawfordsville, IN 47933",Montgomery,503099,2024,,,,,,,,14,,,,
Pharmaron (Boston) Lab Services LLC,503238,14-R-0214,Class R - Research Facility,Active,,"12 Cabot Rd., Suites A and T",,"Woburn, MA 01801",Middlesex,503238,2024,,,,,,,,,,,,
Universidad De Puerto Rico En Arecibo,503339,94-R-0116,Class R - Research Facility,Active,,PROGRAMA GRADO ASOCIADO EN TECNOLOGIA VET,PO BOX 4010,"ARECIBO, PR 614",Arecibo,503339,2024,117,78,,,1,,13,,29,,,
Cape Fear Community College Veterinary Medical Technology Program,503416,55-R-0152,Class R - Research Facility,Active,,4500 BLUE CLAY ROAD,,"CASTLE HAYNE, NC 28429",New Hanover,503416,2024,,,,,4,,,,,,,
Neosome Life Sciences LLC,503489,14-R-0215,Class R - Research Facility,Active,,5 Fortune Drive,,"Billerica, MA 01821",Middlesex,503489,2024,,,,14,,,,,,,42.52722,-71.2610298
Oregon State University,503605,92-R-0041,Class R - Research Facility,Active,,Research Office,A312 Kerr Administration Bldg.,"CORVALLIS, OR 97331",Benton,503605,2024,,,,,5,,24,10,51,,,
Missouri University of Science and Technology,503724,43-R-0130,Class R - Research Facility,Active,,400 W 11th Street,,"ROLLA, MO 65409",Phelps,503724,2024,,,,,,,,,,,37.9528755,-91.7741211
BLP Biolab Services Inc,503851,93-R-0580,Class R - Research Facility,Active,,1115 Marine View Drive,,"Vista, CA 92081",San Diego,503851,2024,,,,,1150,,,,,,33.1769416,-117.2419397
ARC Companion,504696,74-R-0229,Class R - Research Facility,Active,,17801 Hope Road,,"CANYON, TX 79015",Randall,504696,2024,,,,,,,,,,,,
Midwest Veterinary Services Inc,504697,47-R-0036,Class R - Research Facility,Active,,1290 Co. Rd. M,,"OAKLAND, NE 68045",Burt,504697,2024,181,,,,,,,,,,,
Oak Hill Genetics LLC,505154,33-R-0164,Class R - Research Facility,Active,,21434 Oak Hill Road,,"Ewing, IL 62836",Franklin,505154,2024,6,,,,,,,11,,,,
Altasciences Preclinical Seattle LLC,505169,91-R-0075,Class R - Research Facility,Active,,6605 Merrill Creek Parkway,,"Everett, WA 98203",Snohomish,505169,2024,266,,,,,2700,,,,,47.9413557,-122.2599707
USDA ARS Human Nutrition Rsrch Cntr Aging Tufts Un,505339,14-G-0002,Class G - Agricultural Research Facility ARS,Active,,711 WASHINGTON ST,,"BOSTON, MA 02111",Suffolk,505339,2024,,,,,,,,,,,42.3505996,-71.063602
Florida Institute Of Technology,505364,58-R-0164,Class R - Research Facility,Active,,150 W University Blvd,,"MELBOURNE, FL 32901",Brevard,505364,2024,,,,,,17,,,,,28.0639735,-80.6250648
Montclair State University,505506,22-R-0158,Class R - Research Facility,Active,,"1 Normal Ave., Attn: Office of Research Compliance, NURS. Bldg. Suite 333",,"Montclair, NJ 07043",Essex,505506,2024,,,,,,,,,,,,
Indiana University Health,505559,32-R-0056,Class R - Research Facility,Active,,I-65 @ 21st Street; PO Box 1367,,"Indianapolis, IN 46202",Marion,505559,2024,,,,,5,,,12,,,39.7955005,-86.1792383
Alaska Department Of Fish And Game,505775,96-R-0007,Class R - Research Facility,Active,,Matanuska Experiment Farm,1509 Georgeson Rd,"PALMER, AK 99645",Matanuska-Susitna,505775,2024,,,,,,,,,,,,
Charlesson LLC (EYECRO LLC),505884,73-R-0123,Class R - Research Facility,Active,,5301 N Beverly Drive,,"OKLAHOMA CITY, OK 73105",Oklahoma,505884,2024,,,,,70,,,,,,35.5240494,-97.5042975
Cooper University Health Care,505981,22-R-0159,Class R - Research Facility,Active,,1 Cooper Plaza,,"CAMDEN, NJ 08103",Camden,505981,2024,,,,,,,,22,,,39.941531,-75.1166842
